=============================================
 Remaining experiments (with NCCL fix)
 Started: Sun Mar  8 21:50:51 UTC 2026
=============================================

=============================================
 [full_raw_moe] Starting training
 Config: configs/full_raw_moe.yaml
 Sun Mar  8 21:50:52 UTC 2026
=============================================
W0308 21:50:53.147000 4134707 site-packages/torch/distributed/run.py:803] 
W0308 21:50:53.147000 4134707 site-packages/torch/distributed/run.py:803] *****************************************
W0308 21:50:53.147000 4134707 site-packages/torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0308 21:50:53.147000 4134707 site-packages/torch/distributed/run.py:803] *****************************************

============================================================
 Experiment: full_raw_moe
 Config:     configs/full_raw_moe.yaml
 Parallelism: FSDP2 + compile
 MoE: 8 experts, top-2
============================================================

Loading existing tokenizer from tokenizer_16k
/opt/conda/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[rank0]:[W308 21:51:01.536728210 ProcessGroupNCCL.cpp:5068] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
Tokenizer: vocab=16384, eos_id=1, pad_id=0
Using streaming data loader (sharded dataset)
Estimated tokens: ~57,500,000,000
Steps/epoch: ~219,345, Total steps: ~219,345
Warmup: 2,193 steps
Tok/step: 262,016
Initializing model ...
Parameters: 1,409,471,232 total, 390,255,360 active/token (12,582,912 embed + 1,396,888,320 non-embed)
Applying FSDP2 (fully_shard) ...
Compiling model with torch.compile ...
W&B init failed (No API key configured. Use `wandb login` to log in.), continuing without logging
  step  14100/219345 | loss 3.3758 | ppl 29.25 | lr 2.98e-04 | 292395 tok/s | MFU 8.7%
  step  14200/219345 | loss 3.0648 | ppl 21.43 | lr 2.98e-04 | 292347 tok/s | MFU 8.7%
  step  14300/219345 | loss 2.0414 | ppl 7.70 | lr 2.98e-04 | 292370 tok/s | MFU 8.7%
  step  14400/219345 | loss 3.1750 | ppl 23.93 | lr 2.98e-04 | 292534 tok/s | MFU 8.7%
  step  14500/219345 | loss 3.0417 | ppl 20.94 | lr 2.98e-04 | 292671 tok/s | MFU 8.7%
  step  14600/219345 | loss 3.2931 | ppl 26.93 | lr 2.98e-04 | 292617 tok/s | MFU 8.7%
  step  14700/219345 | loss 3.0514 | ppl 21.14 | lr 2.98e-04 | 292627 tok/s | MFU 8.7%
  step  14800/219345 | loss 3.2632 | ppl 26.13 | lr 2.98e-04 | 292788 tok/s | MFU 8.7%
  step  14900/219345 | loss 3.1246 | ppl 22.75 | lr 2.97e-04 | 292964 tok/s | MFU 8.7%
  step  15000/219345 | loss 2.8969 | ppl 18.12 | lr 2.97e-04 | 292949 tok/s | MFU 8.7%
  Saved checkpoint -> runs/full_raw_moe/latest.pt
  step  15100/219345 | loss 3.0286 | ppl 20.67 | lr 2.97e-04 | 292287 tok/s | MFU 8.7%
  step  15200/219345 | loss 3.0483 | ppl 21.08 | lr 2.97e-04 | 292374 tok/s | MFU 8.7%
  step  15300/219345 | loss 2.7870 | ppl 16.23 | lr 2.97e-04 | 292526 tok/s | MFU 8.7%
  step  15400/219345 | loss 2.7418 | ppl 15.52 | lr 2.97e-04 | 292616 tok/s | MFU 8.7%
  step  15500/219345 | loss 3.4173 | ppl 30.49 | lr 2.97e-04 | 292539 tok/s | MFU 8.7%
  step  15600/219345 | loss 2.7983 | ppl 16.42 | lr 2.97e-04 | 292519 tok/s | MFU 8.7%
  step  15700/219345 | loss 3.2429 | ppl 25.61 | lr 2.97e-04 | 292694 tok/s | MFU 8.7%
